Year;Code;Number;Line;CreationDate;ModificationDate;Name;Value;BeneficiaryCode;BeneficiaryName;IrisCode;Sector;ActionCode;ActionName
2011;IRIS ;333297;1;20161121;20161121;SOLDE AUTOMATIQUE EN DATE DU 21/11/2016;-9399994;7546;IDF HABITAT                           ;11004398;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;333300;1;20161121;20161121;SOLDE AUTOMATIQUE EN DATE DU 21/11/2016;-902561;7546;IDF HABITAT                           ;11004409;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;333302;1;20141020;20141020;SOLDE AUTOMATIQUE EN DATE DU 20/10/2014;-126693;1958;OPAC VAL D'OISE HABITAT               ;11004519;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;333303;1;20161201;20161201;SOLDE AUTOMATIQUE EN DATE DU 01/12/2016;-228902;7010;IMMOBILIERE 3F                        ;11004532;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;333303;1;20161122;20161122;SOLDE AUTOMATIQUE EN DATE DU 22/11/2016;-2023173;7010;IMMOBILIERE 3F                        ;11004532;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;333306;1;20150310;20150310;TRAITEMENT DE CADUCITE 2014;-9998300;1958;OPAC VAL D'OISE HABITAT               ;11004551;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;333307;1;20170405;20170405;SOLDE AUTOMATIQUE EN DATE DU 05/04/2017;-517924;7010;IMMOBILIERE 3F                        ;11004553;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;333312;1;20190131;20190131;TRAITEMENT DE CADUCITE 2018;-9399803;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;11004604;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;333313;1;20190131;20190131;TRAITEMENT DE CADUCITE 2018;-1902922;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;11004605;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;333314;1;20170621;20170621;SOLDE AUTOMATIQUE EN DATE DU 21/06/2017;-4450417;17626;MC HABITAT MARNE ET CHANTEREINE       ;11004607;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;333315;1;20171207;20171207;SOLDE AUTOMATIQUE EN DATE DU 07/12/2017;-1279815;17626;MC HABITAT MARNE ET CHANTEREINE       ;11004619;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;333316;1;20160219;20160219;SOLDE AUTOMATIQUE EN DATE DU 19/02/2016;-1640257;7010;IMMOBILIERE 3F                        ;11004689;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;333317;1;20160219;20160219;SOLDE AUTOMATIQUE EN DATE DU 19/02/2016;-202175;7010;IMMOBILIERE 3F                        ;11004692;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;333320;1;20140414;20140414;Désaffectation;-2039200;17440;HLM LES FOYERS DE SEINE ET MARNE      ;11004735;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;333436;1;20140117;20140117;SOLDE AUTOMATIQUE EN DATE DU 17/01/2014;-1064360;16806;SABIMMO SYNDIC ADMINISTRATION BIENS   ;11006726;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;333437;1;20130925;20130925;SOLDE AUTOMATIQUE EN DATE DU 25/09/2013;-171535;949;COMMUNE DE TORCY                      ;11006744;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;333438;1;20130513;20130513;ANNULATION MOUVEMENT SOLDEUR ERRONE;558435;27125;COPRO 2A                              ;11007084;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;333438;1;20121108;20121108;SOLDE AUTOMATIQUE EN DATE DU 08/11/2012;-553035;27125;COPRO 2A                              ;11007084;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;333438;1;20121119;20121119;SOLDE AUTOMATIQUE EN DATE DU 19/11/2012;-5400;27125;COPRO 2A                              ;11007084;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;333439;1;20150310;20150310;TRAITEMENT DE CADUCITE 2014;-201000;46348;CABINET ABD GESTION                   ;11007092;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;333498;1;20130828;20130828;TRANSFERT LIGNE 2 SUITE ERREUR CODE NATURE;-120068722;24827;PLAINE COMMUNE DEVELOPPEMENT          ;10023848;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;333498;2;20140317;20140317;DESOLDE SOLDE AUTOMATIQUE ERREUR USOC;87687242;24827;PLAINE COMMUNE DEVELOPPEMENT          ;10023848;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;333498;2;20140317;20140317;TRANSFERT  ERREUR CODE NATURE;-87687242;24827;PLAINE COMMUNE DEVELOPPEMENT          ;10023848;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;333498;2;20130828;20130828;TRANSFERT DE LIGNE 1 SUITE ERREUR CODE NATURE;120068722;24827;PLAINE COMMUNE DEVELOPPEMENT          ;10023848;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;333498;2;20130923;20130923;SOLDE AUTOMATIQUE EN DATE DU 23/09/2013;-87687242;24827;PLAINE COMMUNE DEVELOPPEMENT          ;10023848;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;333498;3;20140317;20140317;transfert erreur code nature;87687242;24827;PLAINE COMMUNE DEVELOPPEMENT          ;10023848;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;333499;1;20130408;20130408;SOLDE AUTOMATIQUE EN DATE DU 08/04/2013;-2093;25725;GIP RENOVATION URBAINE TRAPPES-LA     ;10026278;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;333500;1;20120802;20120802;SOLDE AUTOMATIQUE EN DATE DU 02/08/2012;-750824;30;COMMUNE DE VILLEJUIF                  ;11001246;PV                  ;15100203            ;Sites en prévention
2011;IRIS ;333501;1;20121025;20121025;SOLDE AUTOMATIQUE EN DATE DU 25/10/2012;-1059098;38;COMMUNE DE VITRY SUR SEINE            ;11002200;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;333501;1;20121010;20121010;SOLDE AUTOMATIQUE EN DATE DU 10/10/2012;-5296293;38;COMMUNE DE VITRY SUR SEINE            ;11002200;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;333502;1;20130327;20130327;SOLDE AUTOMATIQUE EN DATE DU 27/03/2013;-504772;15;COMMUNE DE CHOISY LE ROI              ;11003162;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;341120;1;20170711;20170711;SOLDE AUTOMATIQUE EN DATE DU 11/07/2017;-20000;4288;ROMAINVILLE HABITAT OPH               ;11005338;LO                  ;15400301            ;Réhabilitation du parc locatif social
2011;IRIS ;341122;1;20130130;20130130;SOLDE AUTOMATIQUE EN DATE DU 30/01/2013;-20;7556;GENNEVILLIERS                         ;11005361;LO                  ;15400301            ;Réhabilitation du parc locatif social
2011;IRIS ;341128;1;20120313;20120313;SOLDE AUTOMATIQUE EN DATE DU 13/03/2012;-950678;17902;VILLENEUVE ST GEORGES                 ;11006563;LO                  ;15400301            ;Réhabilitation du parc locatif social
2011;IRIS ;341136;1;20161020;20161020;SOLDE AUTOMATIQUE EN DATE DU 20/10/2016;-3952953;1958;OPAC VAL D'OISE HABITAT               ;11006771;LO                  ;15400301            ;Réhabilitation du parc locatif social
2011;IRIS ;341148;1;20160718;20160718;SOLDE AUTOMATIQUE EN DATE DU 18/07/2016;-10045720;6852;HLM IRP HLM INTERPROFESSIONNELLE      ;11007767;LO                  ;15400301            ;Réhabilitation du parc locatif social
2011;IRIS ;341150;1;20130416;20130416;SOLDE AUTOMATIQUE EN DATE DU 16/04/2013;-574550;18216;BAGNOLET                              ;11007930;LO                  ;15400301            ;Réhabilitation du parc locatif social
2011;IRIS ;341156;1;20150310;20150310;TRAITEMENT DE CADUCITE 2014;-3360000;18216;BAGNOLET                              ;11009699;LO                  ;15400301            ;Réhabilitation du parc locatif social
2011;IRIS ;333416;1;20170313;20170313;TRAITEMENT DE CADUCITE 2016;-34897;52096;PARENTINI                             ;11003565;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;333282;1;20130909;20130909;SOLDE AUTOMATIQUE EN DATE DU 09/09/2013;-1916;7364;OSICA SA D HABITATIONS A              ;11003721;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;333324;1;20130130;20130130;SOLDE AUTOMATIQUE EN DATE DU 30/01/2013;-42922;5028;SA D'HLM EMMAUS HABITAT               ;11004770;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;333325;1;20150310;20150310;TRAITEMENT DE CADUCITE 2014;-4257300;5830;OFFICE PUBLIC HABITAT SEINE ET MARNE  ;11004906;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;333326;1;20150310;20150310;TRAITEMENT DE CADUCITE 2014;-1849800;5830;OFFICE PUBLIC HABITAT SEINE ET MARNE  ;11004907;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;333420;1;20180206;20180206;TRAITEMENT DE CADUCITE 2017;-448233;54074;NEXITY LAMY                           ;11003591;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;333421;1;20120904;20120904;SOLDE AUTOMATIQUE EN DATE DU 04/09/2012;-93770;52163;TAMADNA                               ;11003698;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;333423;1;20140123;20140123;SOLDE AUTOMATIQUE EN DATE DU 23/01/2014;-57440;16806;SABIMMO SYNDIC ADMINISTRATION BIENS   ;11004076;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;333429;1;20150310;20150310;TRAITEMENT DE CADUCITE 2014;-13520000;19960;CABINET CAZALIERES                    ;11004809;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;333431;1;20170313;20170313;TRAITEMENT DE CADUCITE 2016;-27156;12534;LD CABINET LOISELET PERE FILS ET      ;11004890;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;333434;1;20140407;20140407;SOLDE AUTOMATIQUE EN DATE DU 07/04/2014;-249735;21607;AGENCE DE CERNAY                      ;11006663;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;333285;1;20110809;20110809;SOLDE AUTOMATIQUE EN DATE DU 09/08/2011;-6660;7984;SOLIHA YVELINES                       ;11003814;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;333290;1;20140912;20140912;SOLDE AUTOMATIQUE EN DATE DU 12/09/2014;-839088;1768;SA D'HLM TOIT & JOIE                  ;11004062;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;333291;1;20140912;20140912;SOLDE AUTOMATIQUE EN DATE DU 12/09/2014;-8870;1768;SA D'HLM TOIT & JOIE                  ;11004069;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;333293;1;20160120;20160120;SOLDE AUTOMATIQUE EN DATE DU 20/01/2016;-38947;32945;VILOGIA SA D'HLM                      ;11004074;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;333296;1;20160120;20160120;SOLDE AUTOMATIQUE EN DATE DU 20/01/2016;-523543;7010;IMMOBILIERE 3F                        ;11004385;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;350778;1;20130722;20130722;SOLDE AUTOMATIQUE EN DATE DU 22/07/2013;-4373269;7364;OSICA SA D HABITATIONS A              ;10025777;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;350812;1;20150120;20150120;SOLDE AUTOMATIQUE EN DATE DU 20/01/2015;-10287670;7006;OPH 94 VALOPHIS HABITAT OFFICE        ;11001672;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;350839;1;20160707;20160707;SOLDE AUTOMATIQUE EN DATE DU 07/07/2016;-399369;7010;IMMOBILIERE 3F                        ;11002962;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;350849;1;20160218;20160218;SOLDE AUTOMATIQUE EN DATE DU 18/02/2016;-290023;34240;LOGEMENT FRANCILIEN                   ;11003195;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;350805;1;20131003;20131003;SOLDE AUTOMATIQUE EN DATE DU 03/10/2013;-64731;1099;COMMUNE DE COURCOURONNES              ;11015948;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;341280;1;20160606;20160606;SOLDE AUTOMATIQUE EN DATE DU 06/06/2016;-1664204;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;11003414;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;341286;1;20150310;20150310;TRAITEMENT DE CADUCITE 2014;-33951000;7814;SSDH SEINE ST DENIS HABITAT           ;11004260;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;341288;1;20150310;20150310;TRAITEMENT DE CADUCITE 2014;-12806100;7814;SSDH SEINE ST DENIS HABITAT           ;11004262;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;341298;1;20140317;20140317;SOLDE AUTOMATIQUE EN DATE DU 17/03/2014;-6320397;16248;ELOGIE SIEMP                          ;11007970;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;356205;1;20120127;20120127;SOLDE AUTOMATIQUE EN DATE DU 27/01/2012;-125779;30997;LONSDALE IMMOBILIER SERVICES          ;11001586;LO                  ;15400402            ;Réhabilitation du parc privé
2011;IRIS ;356238;1;20170517;20170517;SOLDE AUTOMATIQUE EN DATE DU 17/05/2017;-1065007;22860;ESPACIL HABITAT                       ;11018334;LO                  ;15400502            ;Logements des jeunes et des apprentis
2011;IRIS ;356325;1;20161020;20161020;SOLDE AUTOMATIQUE EN DATE DU 20/10/2016;-454583;7467;SIEMP SOC IMMOB ECONOMIE MIXTE VILLE  ;09004391;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;356339;1;20160216;20160216;TRAITEMENT DE CADUCITE 2015;-30524100;7008;BATIGERE EN ILE DE FRANCE             ;10012859;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;356430;1;20170710;20170710;TRANSFERT DE TIERS;-1149820;6912;AEDIFICAT                             ;11015936;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;356430;2;20170710;20170710;TRANSFERT DE TIERS;1149820;7010;IMMOBILIERE 3F                        ;11015936;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;356434;1;20160216;20160216;TRAITEMENT DE CADUCITE 2015;-13562300;19424;OPALY - OFFICE PUBLIC DE L HABITAT    ;11016127;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;356468;1;20190131;20190131;TRAITEMENT DE CADUCITE 2018;-5649220;25423;OPIEVOY OPH INTERDEPARTEMENTAL DE L   ;11019875;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;350952;1;20130130;20130130;SOLDE AUTOMATIQUE EN DATE DU 30/01/2013;-3927330;7364;OSICA SA D HABITATIONS A              ;11015862;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2012;IRIS ;362009;1;20120628;20120628;SOLDE AUTOMATIQUE EN DATE DU 28/06/2012;-481463;12534;LD CABINET LOISELET PERE FILS ET      ;12000042;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2012;IRIS ;362019;1;20131024;20131024;SOLDE AUTOMATIQUE EN DATE DU 24/10/2013;-766320;1263;COMMUNE DE CLICHY SOUS BOIS           ;12000446;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2012;IRIS ;362083;1;20130319;20130319;SOLDE AUTOMATIQUE EN DATE DU 19/03/2013;-508504;16744;SAIMV SA IMMO MOULIN VERT SA HAB      ;10014430;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2012;IRIS ;362086;1;20160427;20160427;SOLDE AUTOMATIQUE EN DATE DU 27/04/2016;-88166;34240;LOGEMENT FRANCILIEN                   ;10026280;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2012;IRIS ;362148;1;20160208;20160208;SOLDE AUTOMATIQUE EN DATE DU 08/02/2016;-338817;5028;SA D'HLM EMMAUS HABITAT               ;11022441;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2012;IRIS ;362184;1;20150513;20150513;SOLDE AUTOMATIQUE EN DATE DU 13/05/2015;-80367;5830;OFFICE PUBLIC HABITAT SEINE ET MARNE  ;11022914;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2012;IRIS ;362188;1;20190131;20190131;TRAITEMENT DE CADUCITE 2018;-1126180;5830;OFFICE PUBLIC HABITAT SEINE ET MARNE  ;11022928;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2012;IRIS ;362192;1;20180206;20180206;TRAITEMENT DE CADUCITE 2017;-1065753;5830;OFFICE PUBLIC HABITAT SEINE ET MARNE  ;11022953;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;331708;1;20130128;20130128;SOLDE AUTOMATIQUE EN DATE DU 28/01/2013;-4667379;6954;COMMUNAUTE D AGGLOMERATION EVRY       ;09001759;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;331709;1;20120919;20120919;SOLDE AUTOMATIQUE EN DATE DU 19/09/2012;-1826138;1268;COMMUNE DE SEVRAN MAIRIE              ;09002140;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;343110;1;20180206;20180206;TRAITEMENT DE CADUCITE 2017;-8280000;1882;SEMIR SOC ECONOMIE MIXTE IMMOB        ;10000529;LO                  ;15400501            ;Logements des étudiants
2011;IRIS ;343113;1;20131023;20131023;SOLDE AUTOMATIQUE EN DATE DU 23/10/2013;-3000000;52282;3F RESIDENCES                         ;10026262;LO                  ;15400501            ;Logements des étudiants
2011;IRIS ;343113;1;20131008;20131008;SOLDE AUTOMATIQUE EN DATE DU 08/10/2013;-671198;52282;3F RESIDENCES                         ;10026262;LO                  ;15400501            ;Logements des étudiants
2011;IRIS ;343117;1;20121004;20121004;SOLDE AUTOMATIQUE EN DATE DU 04/10/2012;-3990;25553;LARBOULLET IMMOBILIER CAB ANDRE       ;11000214;LO                  ;15400406            ;Lutte contre le saturnisme
2011;IRIS ;343114;1;20170724;20170724;SOLDE AUTOMATIQUE EN DATE DU 24/07/2017;-565612;22860;ESPACIL HABITAT                       ;10026332;LO                  ;15400501            ;Logements des étudiants
2011;IRIS ;343118;1;20150310;20150310;TRAITEMENT DE CADUCITE 2014;-8250;51435;BRACHA                                ;11002402;LO                  ;15400406            ;Lutte contre le saturnisme
2011;IRIS ;343120;1;20150310;20150310;TRAITEMENT DE CADUCITE 2014;-7250;51156;SAAYDI                                ;11003300;LO                  ;15400406            ;Lutte contre le saturnisme
2011;IRIS ;343121;1;20160323;20160323;TRANSFERS DE TIERS;-276847;5037;PACT VAL DE MARNE                     ;11003349;LO                  ;15400406            ;Lutte contre le saturnisme
2011;IRIS ;343121;2;20160323;20160323;SOLDE AUTOMATIQUE EN DATE DU 23/03/2016;-100184;7683;SOLIHA EST PARISIEN                   ;11003349;LO                  ;15400406            ;Lutte contre le saturnisme
2011;IRIS ;343121;2;20160323;20160323;TRANSFERS DE TIERS;276847;7683;SOLIHA EST PARISIEN                   ;11003349;LO                  ;15400406            ;Lutte contre le saturnisme
2011;IRIS ;343125;1;20130207;20130207;SOLDE AUTOMATIQUE EN DATE DU 07/02/2013;-90070;42959;CHHAN                                 ;11007335;LO                  ;15400406            ;Lutte contre le saturnisme
2011;IRIS ;343127;1;20150310;20150310;TRAITEMENT DE CADUCITE 2014;-466473;43818;IMMODONIA                             ;11010761;LO                  ;15400406            ;Lutte contre le saturnisme
2011;IRIS ;343728;1;20150310;20150310;TRAITEMENT DE CADUCITE 2014;-5868600;1244;COMMUNE DE BONDY                      ;11004263;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;343730;1;20121024;20121024;SOLDE AUTOMATIQUE EN DATE DU 24/10/2012;-314279;326;COMMUNE DE CHELLES                    ;11005005;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;343731;1;20130522;20130522;SOLDE AUTOMATIQUE EN DATE DU 22/05/2013;-703523;326;COMMUNE DE CHELLES                    ;11005006;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;343733;1;20131023;20131023;SOLDE AUTOMATIQUE EN DATE DU 23/10/2013;-1117362;21542;COMMUNAUTE D AGGLOMERATION PLAINE     ;11005474;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;343737;1;20131003;20131003;SOLDE AUTOMATIQUE EN DATE DU 03/10/2013;-1142666;1099;COMMUNE DE COURCOURONNES              ;11007877;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;343740;1;20130620;20130620;SOLDE AUTOMATIQUE EN DATE DU 20/06/2013;-964;1241;COMMUNE D AULNAY-SOUS-BOIS            ;11009222;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;347858;1;20160212;20160212;SOLDE AUTOMATIQUE EN DATE DU 12/02/2016;-14285810;2;COMMUNE DE PARIS                      ;11009790;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;343743;1;20160616;20160616;SOLDE AUTOMATIQUE EN DATE DU 16/06/2016;-20727649;1256;COMMUNE DE MONTREUIL                  ;11009813;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;343137;1;20130611;20130611;Désaffectation;-1794364;42179;CYCLADES GESTION                      ;11003170;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;343138;1;20190131;20190131;TRAITEMENT DE CADUCITE 2018;-9672000;27900;BLERIOT                               ;11007869;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;343143;1;20120821;20120821;SOLDE AUTOMATIQUE EN DATE DU 21/08/2012;-161910;40508;B+ BIEN PLUS                          ;11009276;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;343147;1;20140505;20140505;SOLDE AUTOMATIQUE EN DATE DU 05/05/2014;-26638;51314;SERGIC PARIS SUD                      ;11009568;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;343149;1;20130912;20130912;SOLDE AUTOMATIQUE EN DATE DU 12/09/2013;-4000;52634;CONCILIA                              ;11009717;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;343152;1;20120509;20120509;SOLDE AUTOMATIQUE EN DATE DU 09/05/2012;-88947;16806;SABIMMO SYNDIC ADMINISTRATION BIENS   ;11013138;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;343153;1;20140128;20140128;SOLDE AUTOMATIQUE EN DATE DU 28/01/2014;-20172;16806;SABIMMO SYNDIC ADMINISTRATION BIENS   ;11013154;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;343154;1;20140128;20140128;SOLDE AUTOMATIQUE EN DATE DU 28/01/2014;-21560;16806;SABIMMO SYNDIC ADMINISTRATION BIENS   ;11013170;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;343155;1;20140128;20140128;SOLDE AUTOMATIQUE EN DATE DU 28/01/2014;-28407;16806;SABIMMO SYNDIC ADMINISTRATION BIENS   ;11013172;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;343158;1;20111122;20111122;Revalo. sur même exercice;1066140;162;COMMUNE DE MONTIGNY LES CORMEILLES    ;11013188;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;343160;1;20121115;20121115;SOLDE AUTOMATIQUE EN DATE DU 15/11/2012;-155655;7904;COMMUNAUTE D AGGLOMERATION MANTES EN  ;11013192;LO                  ;15400403            ;Aide aux copropriétés en difficulté
2011;IRIS ;343711;1;20170313;20170313;TRAITEMENT DE CADUCITE 2016;-5838315;1166;COMMUNE DE MONTGERON MAIRIE           ;10017952;PV                  ;15100203            ;Sites en prévention
2011;IRIS ;343714;1;20150310;20150310;TRAITEMENT DE CADUCITE 2014;-509900;33311;COMAG AEROPORT BOURGET                ;10022889;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;343715;1;20121025;20121025;SOLDE AUTOMATIQUE EN DATE DU 25/10/2012;-1396;34240;LOGEMENT FRANCILIEN                   ;10022909;PV                  ;15100203            ;Sites en prévention
2011;IRIS ;343165;1;20131104;20131104;SOLDE AUTOMATIQUE EN DATE DU 04/11/2013;-868528;16000;COOPERER POUR HABITER                 ;11001680;LO                  ;15400502            ;Logements des jeunes et des apprentis
2011;IRIS ;343170;1;20150310;20150310;TRAITEMENT DE CADUCITE 2014;-13960000;7818;OFFICE PUBLIC HABITAT ARGENTEUIL      ;11013112;LO                  ;15400301            ;Réhabilitation du parc locatif social
2011;IRIS ;343720;1;20190131;20190131;TRAITEMENT DE CADUCITE 2018;-809020;5242;PARIS HABITAT OPH                     ;11001272;PV                  ;15100203            ;Sites en prévention
2011;IRIS ;343721;1;20180206;20180206;TRAITEMENT DE CADUCITE 2017;-37285301;1020;COMMUNE DE COLOMBES MAIRIE            ;11001557;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;343727;1;20140903;20140903;SOLDE AUTOMATIQUE EN DATE DU 03/09/2014;-1341567;1025;COMMUNE DE GENNEVILLIERS              ;11004071;PV                  ;15100204            ;Sites contractualisés ANRU
2011;IRIS ;350736;1;20140610;20140610;SOLDE AUTOMATIQUE EN DATE DU 10/06/2014;-2522382;7008;BATIGERE EN ILE DE FRANCE             ;10023753;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;350762;1;20160919;20160919;SOLDE AUTOMATIQUE EN DATE DU 19/09/2016;-575721;6850;SA D HLM LOGIREP                      ;10024692;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;350820;1;20140625;20140625;Désaffectation;-1435260;7006;OPH 94 VALOPHIS HABITAT OFFICE        ;11001739;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;341300;1;20140620;20140620;SOLDE AUTOMATIQUE EN DATE DU 20/06/2014;-3952624;16248;ELOGIE SIEMP                          ;11007971;LO                  ;15400203            ;Aide à la création de logements locatifs très sociaux
2011;IRIS ;341306;1;20170405;20170405;SOLDE AUTOMATIQUE EN DATE DU 05/04/2017;-807593;5029;LA SABLIERE SA HABITATIO              ;11009559;LO                  ;15400201            ;Aide à la création de logements locatifs sociaux intermédiaires
2011;IRIS ;341308;1;20190131;20190131;TRAITEMENT DE CADUCITE 2018;-1872603;1633;LSVO - LE LOGIS SOCIAL DU VAL D OISE  ;11009591;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;341308;1;20141001;20141001;Désaffectation;-4670700;1633;LSVO - LE LOGIS SOCIAL DU VAL D OISE  ;11009591;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;341311;1;20170710;20170710;TRANSFERT DE TIERS;-3590952;6912;AEDIFICAT                             ;11009792;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
2011;IRIS ;341311;2;20170710;20170710;TRANSFERT DE TIERS;3590952;7010;IMMOBILIERE 3F                        ;11009792;LO                  ;15400202            ;Aide à la création de logements locatifs sociaux
