CommitmentYear;CommitmentCode;CommitmentNumber;CommitmentLine;Year;Number;CreationDate;ModificationDate;Value
2009;IRIS ;274919;1;2012;124630;20120614;20120629;1927846
2009;IRIS ;274937;1;2012;124632;20120614;20120628;11943175
2009;IRIS ;275852;1;2012;124482;20120614;20120619;39580000
2010;IRIS ;291147;1;2012;124506;20120614;20120716;136952
2010;IRIS ;298427;1;2012;124483;20120614;20120619;15521592
2010;IRIS ;298442;1;2012;124484;20120614;20120619;8087930
2010;IRIS ;298444;1;2012;124485;20120614;20120619;6750966
2010;IRIS ;306027;1;2012;124487;20120614;20120620;17831968
2010;IRIS ;306034;1;2012;124489;20120614;20120629;17017046
2010;IRIS ;306042;1;2012;124490;20120614;20120620;6996883
2010;IRIS ;315475;1;2012;124486;20120614;20120619;17505320
2010;IRIS ;315476;1;2012;124488;20120614;20120620;5038536
2010;IRIS ;315485;1;2012;124492;20120614;20120620;25824184
2011;IRIS ;324375;1;2012;124491;20120614;20120625;1272316
2011;IRIS ;329566;1;2012;124494;20120614;20120620;4500000
2011;IRIS ;329571;1;2012;124495;20120614;20120621;4288590
2011;IRIS ;343711;1;2012;124493;20120614;20120620;10985570
2011;IRIS ;350781;1;2012;124496;20120614;20120710;350241
2011;IRIS ;358256;1;2012;124497;20120614;20120622;1084285
2011;IRIS ;358262;1;2012;124499;20120614;20120622;21863768
2011;IRIS ;358271;1;2012;124500;20120614;20120727;3051000
2012;IRIS ;361626;1;2012;124501;20120614;20120622;22517900
2010;IRIS ;283285;1;2012;124649;20120615;20120711;16534327
2010;IRIS ;291806;1;2012;124655;20120615;20120629;651000
2010;IRIS ;291847;1;2012;124678;20120615;20120628;5642560
2010;IRIS ;291848;1;2012;124681;20120615;20120628;1783160
2010;IRIS ;291888;1;2012;124694;20120615;20120628;28967807
2010;IRIS ;291889;1;2012;124707;20120615;20120628;18406209
2010;IRIS ;306080;1;2012;124659;20120615;20120629;2602192
2010;IRIS ;306081;1;2012;124671;20120615;20120629;9636426
2010;IRIS ;313707;1;2012;124685;20120615;20120628;1850337
2010;IRIS ;313709;1;2012;124691;20120615;20120628;354967
2010;IRIS ;313726;1;2012;124714;20120615;20120627;5887294
2010;IRIS ;313728;1;2012;124756;20120615;20120627;4323274
2010;IRIS ;313752;1;2012;124767;20120615;20120627;460694
2010;IRIS ;313754;1;2012;124771;20120615;20120627;2011057
2010;IRIS ;313758;1;2012;124781;20120615;20120627;14402682
2010;IRIS ;313760;1;2012;124790;20120615;20120727;2417003
2010;IRIS ;313766;1;2012;124795;20120615;20120627;869161
2010;IRIS ;313768;1;2012;124798;20120615;20120625;209822
2010;IRIS ;313794;1;2012;124800;20120615;20120625;11760860
2010;IRIS ;313796;1;2012;124805;20120615;20120625;735204
2010;IRIS ;315263;1;2012;124762;20120615;20120628;20532284
2010;IRIS ;313770;1;2012;124824;20120618;20120628;10754587
2010;IRIS ;313772;1;2012;124827;20120618;20120628;2657378
2010;IRIS ;313902;1;2012;124834;20120618;20120628;779526
2010;IRIS ;313903;1;2012;124839;20120618;20120628;298049
2010;IRIS ;313930;1;2012;124842;20120618;20120628;12005415
2010;IRIS ;313931;1;2012;124847;20120618;20120628;1279598
2011;IRIS ;324204;1;2012;124859;20120618;20120628;20313159
2011;IRIS ;324205;1;2012;124861;20120618;20120628;2854597
2011;IRIS ;333292;1;2012;124892;20120618;20120628;13306827
2011;IRIS ;333293;1;2012;124893;20120618;20120628;8535420
2011;IRIS ;341126;1;2012;124894;20120618;20120628;4710947
2011;IRIS ;341130;1;2012;124895;20120618;20120628;7314731
2011;IRIS ;341220;1;2012;124852;20120618;20120628;1192977
2011;IRIS ;341268;1;2012;124884;20120618;20120628;734805
2011;IRIS ;341270;1;2012;124886;20120618;20120628;3118560
2011;IRIS ;341276;1;2012;124888;20120618;20120628;11667186
2011;IRIS ;341278;1;2012;124890;20120618;20120628;808180
2011;IRIS ;341323;1;2012;124897;20120618;20120710;17390935
2011;IRIS ;350784;1;2012;124864;20120618;20120627;8508311
2011;IRIS ;350786;1;2012;124870;20120618;20120627;33249940
2011;IRIS ;350926;1;2012;124899;20120618;20120710;538788
2011;IRIS ;350927;1;2012;124902;20120618;20120806;432170
2011;IRIS ;350928;1;2012;124939;20120618;20120710;4201680
2011;IRIS ;350929;1;2012;124941;20120618;20120710;613597
2011;IRIS ;350930;1;2012;124945;20120618;20120710;3631112
2011;IRIS ;350932;1;2012;124952;20120618;20120710;359850
2011;IRIS ;350966;1;2012;124955;20120618;20120710;3991810
2011;IRIS ;350967;1;2012;124959;20120618;20120710;1408480
2011;IRIS ;356165;1;2012;124962;20120618;20120629;5908819
2011;IRIS ;356369;1;2012;124877;20120618;20120628;2026240
2011;IRIS ;356372;1;2012;124880;20120618;20120727;12120800
2012;IRIS ;361598;1;2012;124965;20120618;20120629;25123778
2012;IRIS ;368653;1;2012;124970;20120618;20120727;5501029
2012;IRIS ;368654;1;2012;124975;20120618;20120710;2587220
2009;AE   ;255795;1;2012;125026;20120619;20120716;2508281
2011;IRIS ;351240;1;2012;125033;20120619;20120716;171028
2009;IRIS ;270866;1;2012;125377;20120620;20120713;5214803
2009;IRIS ;270867;1;2012;125380;20120620;20120713;963339
2010;IRIS ;297119;1;2012;125382;20120620;20120711;1174637
2010;IRIS ;297120;1;2012;125384;20120620;20120711;11247488
2010;IRIS ;297132;1;2012;125390;20120620;20120711;698320
2010;IRIS ;297133;1;2012;125391;20120620;20120730;2715120
2010;IRIS ;297156;1;2012;125393;20120620;20120712;7525858
2010;IRIS ;297158;1;2012;125396;20120620;20120712;3476808
2010;IRIS ;297163;1;2012;125397;20120620;20120712;31780257
2010;IRIS ;313666;1;2012;125387;20120620;20120711;2634800
2010;IRIS ;313668;1;2012;125388;20120620;20120711;10835040
2011;IRIS ;328150;1;2012;125392;20120620;20120711;4280545
2011;IRIS ;328158;1;2012;125399;20120621;20120712;672076
2011;IRIS ;328159;1;2012;125400;20120621;20120712;8807699
2011;IRIS ;328160;1;2012;125404;20120621;20120712;806468
2011;IRIS ;350734;1;2012;125418;20120621;20120712;1355760
2011;IRIS ;350736;1;2012;125421;20120621;20120712;17978786
2011;IRIS ;350738;1;2012;125407;20120621;20120712;698320
2011;IRIS ;350740;1;2012;125413;20120621;20120712;11439109
2011;IRIS ;356505;1;2012;125427;20120621;20120711;7946722
2012;IRIS ;362142;1;2012;125424;20120621;20120711;2621683
2012;IRIS ;368624;1;2012;125426;20120621;20120712;33244900
2012;IRIS ;368625;1;2012;125425;20120621;20120730;3406500
2010;IRIS ;291771;1;2012;125872;20120626;20120627;6012397
2011;IRIS ;341348;1;2012;125870;20120626;20120710;14535409
2011;IRIS ;341349;1;2012;125868;20120626;20120731;4227170
2010;IRIS ;305942;1;2012;125983;20120627;20120716;625863
2011;IRIS ;328273;1;2012;125979;20120627;20120716;1346039
2010;IRIS ;313855;1;2012;126242;20120628;20120716;1440000
2011;IRIS ;328275;1;2012;126244;20120628;20120716;34516
2012;IRIS ;362009;1;2012;126268;20120628;20120716;14128296
2010;IRIS ;313611;1;2012;126973;20120709;20120716;72000
2011;IRIS ;351230;1;2012;126965;20120709;20120716;4418951
2011;IRIS ;351236;1;2012;126963;20120709;20120716;242215
2011;IRIS ;351238;1;2012;126961;20120709;20120716;7130456
2009;AE   ;255356;1;2012;127963;20120711;20120727;41942988
2009;IRIS ;275859;1;2012;127985;20120711;20120727;13987393
2010;IRIS ;298424;1;2012;127989;20120711;20120724;9537273
2010;IRIS ;298430;1;2012;127992;20120711;20120727;10261170
2010;IRIS ;298441;1;2012;128010;20120711;20120803;3818920
2010;IRIS ;298443;1;2012;128012;20120711;20120725;28493246
2010;IRIS ;298460;1;2012;128016;20120711;20120806;27180481
2010;IRIS ;306016;1;2012;127999;20120711;20120724;3260107
2010;IRIS ;306018;1;2012;128098;20120711;20120724;9390558
2010;IRIS ;306028;1;2012;128018;20120711;20120727;41033442
2011;IRIS ;324382;1;2012;128022;20120711;20120803;2379224
2011;IRIS ;324384;1;2012;128025;20120711;20120725;16853877
2011;IRIS ;324387;1;2012;128036;20120711;20120803;2746576
2011;IRIS ;329573;1;2012;128039;20120711;20120725;5602500
2011;IRIS ;331749;1;2012;127967;20120711;20120730;2475747
2011;IRIS ;343736;1;2012;128043;20120711;20120730;4607769
2011;IRIS ;350779;1;2012;128042;20120711;20120725;27540630
2012;IRIS ;368544;1;2012;128044;20120711;20120725;10323100
2012;IRIS ;368545;1;2012;128045;20120711;20120725;30024818
2011;IRIS ;322262;1;2012;128361;20120712;20120726;61001
2011;IRIS ;333423;1;2012;128378;20120712;20120726;12339757
2009;IRIS ;273267;1;2012;128439;20120713;20120726;99660
2009;IRIS ;273457;1;2012;128429;20120713;20120726;32553
2010;IRIS ;291623;1;2012;128454;20120713;20120726;383945
2009;AE   ;249757;1;2012;128599;20120716;20120726;1065440
2009;AE   ;255108;1;2012;128596;20120716;20120726;307740
2009;AE   ;255289;1;2012;128595;20120716;20120726;165940
2009;IRIS ;263098;1;2012;128793;20120716;20120810;7896766
2010;IRIS ;283254;1;2012;128777;20120716;20120727;6973683
2010;IRIS ;306052;1;2012;128799;20120716;20120727;5140612
2010;IRIS ;306053;1;2012;128801;20120716;20120727;24459440
2010;IRIS ;313596;1;2012;128806;20120716;20120727;4010873
2010;IRIS ;313598;1;2012;128807;20120716;20120727;4077045
2010;IRIS ;313618;1;2012;128810;20120716;20120727;1590215
2010;IRIS ;313622;1;2012;128817;20120716;20120727;6184504
2009;IRIS ;272826;1;2012;128868;20120717;20120806;13424868
2009;IRIS ;272902;1;2012;128861;20120717;20120807;15387300
2009;IRIS ;272903;1;2012;128865;20120717;20120806;3542327
2010;IRIS ;283272;1;2012;128877;20120717;20120807;8402441
2010;IRIS ;283273;1;2012;128947;20120717;20120809;28740679
2010;IRIS ;283274;1;2012;128950;20120717;20120809;5420997
2010;IRIS ;283304;1;2012;128886;20120717;20120807;462357
2010;IRIS ;283305;1;2012;128888;20120717;20120808;510600
2010;IRIS ;283306;1;2012;128890;20120717;20120808;2819740
2010;IRIS ;283325;1;2012;128893;20120717;20120808;2149796
2010;IRIS ;283326;1;2012;128895;20120717;20120808;8772434
2010;IRIS ;283327;1;2012;128896;20120717;20120808;1656740
2010;IRIS ;283328;1;2012;128897;20120717;20120807;5402990
2010;IRIS ;291654;1;2012;128904;20120717;20120807;33863258
2010;IRIS ;291869;1;2012;128975;20120717;20120809;1025540
2010;IRIS ;291870;1;2012;128977;20120717;20120810;533740
2010;IRIS ;291871;1;2012;128982;20120717;20120808;935000
2010;IRIS ;291886;1;2012;128987;20120717;20120808;5242403
2010;IRIS ;297093;1;2012;128961;20120717;20120809;144394062
2010;IRIS ;297145;1;2012;128990;20120717;20120809;30644034
2010;IRIS ;305964;1;2012;128884;20120717;20120731;12534504
2010;IRIS ;305967;1;2012;128899;20120717;20120731;3471022
2010;IRIS ;306086;1;2012;128964;20120717;20120809;1290546
2010;IRIS ;306118;1;2012;129035;20120717;20120809;2895100
2010;IRIS ;313520;1;2012;129054;20120717;20120809;6939660
2010;IRIS ;313521;1;2012;129056;20120717;20120809;1128432
2010;IRIS ;313656;1;2012;128882;20120717;20120731;6754854
2010;IRIS ;313714;1;2012;128996;20120717;20120808;1945254
2010;IRIS ;313716;1;2012;129030;20120717;20120809;1558596
2010;IRIS ;313816;1;2012;129057;20120717;20120810;8134440
2011;IRIS ;328147;1;2012;128900;20120717;20120807;4442643
2011;IRIS ;341197;1;2012;128898;20120717;20120808;2817177
2011;IRIS ;341203;1;2012;128942;20120717;20120810;10289458
2011;IRIS ;341205;1;2012;128943;20120717;20120810;17475326
2011;IRIS ;356333;1;2012;128954;20120717;20120809;75268272
2010;IRIS ;313818;1;2012;129067;20120718;20120807;1245900
2010;IRIS ;313924;1;2012;129068;20120718;20120807;1795073
2010;IRIS ;313926;1;2012;129069;20120718;20120807;532702
2011;IRIS ;324254;1;2012;129076;20120718;20120810;2952838
2011;IRIS ;324264;1;2012;129081;20120718;20120814;38941225
2011;IRIS ;324275;1;2012;129082;20120718;20121015;11730400
2011;IRIS ;324276;1;2012;129085;20120718;20120801;18426000
2011;IRIS ;324278;1;2012;129086;20120718;20120801;2550200
2011;IRIS ;324279;1;2012;129088;20120718;20120801;3386800
2011;IRIS ;328165;1;2012;129074;20120718;20120810;868613
2011;IRIS ;328177;1;2012;129093;20120718;20120814;33564184
2011;IRIS ;328196;1;2012;129094;20120718;20120731;6422716
2011;IRIS ;341152;1;2012;129169;20120718;20120813;3264000
2011;IRIS ;341307;1;2012;129174;20120718;20120810;26082435
2011;IRIS ;343113;1;2012;129090;20120718;20120803;8686759
2011;IRIS ;350833;1;2012;129098;20120718;20120730;2344412
2011;IRIS ;350834;1;2012;129103;20120718;20120730;8199370
2011;IRIS ;350835;1;2012;129107;20120718;20120730;2060800
2011;IRIS ;350850;1;2012;129141;20120718;20120801;4544763
2011;IRIS ;350851;1;2012;129145;20120718;20120802;377807
2011;IRIS ;350864;1;2012;129161;20120718;20120813;3742020
2011;IRIS ;350865;1;2012;129163;20120718;20120813;3042151
2011;IRIS ;350924;1;2012;129180;20120718;20120727;4797984
2011;IRIS ;350925;1;2012;129181;20120718;20120727;1468771
2011;IRIS ;356155;1;2012;129179;20120718;20120727;1509619
2011;IRIS ;356236;1;2012;129136;20120718;20120802;16189719
2011;IRIS ;356405;1;2012;129149;20120718;20120802;1303148
2011;IRIS ;356407;1;2012;129150;20120718;20120801;2156598
2011;IRIS ;356492;1;2012;129182;20120718;20120727;1631844
2011;IRIS ;356493;1;2012;129183;20120718;20120727;524139
2011;IRIS ;356495;1;2012;129198;20120718;20120727;502440
2011;IRIS ;356496;1;2012;129200;20120718;20120727;521233
2011;IRIS ;356497;1;2012;129211;20120718;20120727;526552
2011;IRIS ;356498;1;2012;129220;20120718;20120727;582464
2011;IRIS ;356500;1;2012;129229;20120718;20120727;1756202
2011;IRIS ;356502;1;2012;129232;20120718;20120727;2008330
2012;IRIS ;362101;1;2012;129124;20120718;20120730;15129319
2012;IRIS ;362102;1;2012;129126;20120718;20120730;2556855
2012;IRIS ;362103;1;2012;129132;20120718;20120801;361003
2012;IRIS ;362118;1;2012;129156;20120718;20120814;14080443
2012;IRIS ;362121;1;2012;129168;20120718;20120813;367285
2012;IRIS ;362138;1;2012;129234;20120718;20120727;2951273
2012;IRIS ;362141;1;2012;129238;20120718;20120727;948955
2012;IRIS ;368583;1;2012;129116;20120718;20120730;7480887
2012;IRIS ;368584;1;2012;129110;20120718;20120730;1909370
2010;IRIS ;291759;1;2012;130495;20120726;20120806;219119040
2009;AE084;245225;1;2012;130819;20120730;20120730;25866291
2010;IRIS ;313590;1;2012;130962;20120731;20120903;6487717
2011;IRIS ;351226;1;2012;130957;20120731;20120903;672995
2011;IRIS ;356179;1;2012;130961;20120731;20120903;84765
2012;IRIS ;368671;1;2012;130953;20120731;20120903;202218
2009;IRIS ;275837;1;2012;131152;20120801;20120810;9160540
2009;IRIS ;275853;1;2012;131163;20120801;20120810;3435280
2010;IRIS ;283374;1;2012;131157;20120801;20120810;10703695
2010;IRIS ;298434;1;2012;131175;20120801;20120808;30000000
2010;IRIS ;298435;1;2012;131178;20120801;20120808;5016722
2010;IRIS ;298436;1;2012;131184;20120801;20120808;11776422
2010;IRIS ;298485;1;2012;131182;20120801;20120808;4511629
2010;IRIS ;306013;1;2012;131169;20120801;20120808;9024245
2011;IRIS ;324371;1;2012;131190;20120801;20120808;17125600
2011;IRIS ;329569;1;2012;131056;20120801;20120808;10623920
2011;IRIS ;358254;1;2012;131146;20120801;20120808;28000000
2010;IRIS ;291766;1;2012;131211;20120802;20120809;5962717
2010;IRIS ;298458;1;2012;131215;20120802;20120828;9249959
2010;IRIS ;315483;1;2012;131220;20120802;20120809;3157519
2010;IRIS ;315486;1;2012;131226;20120802;20120809;2579554
2011;IRIS ;324371;1;2012;131207;20120802;20120808;14947920
2011;IRIS ;324390;1;2012;131230;20120802;20120809;2562720
2011;IRIS ;333496;1;2012;131228;20120802;20120910;38922663
2011;IRIS ;333500;1;2012;131237;20120802;20120809;24249176
2011;IRIS ;333502;1;2012;131239;20120802;20120809;17000000
2011;IRIS ;343737;1;2012;131242;20120802;20120809;18343048
2011;IRIS ;343740;1;2012;131248;20120802;20120809;23502587
2011;IRIS ;350761;1;2012;131233;20120802;20120809;28089000
2011;IRIS ;356359;1;2012;131321;20120802;20120806;675441
2011;IRIS ;356361;1;2012;131322;20120802;20120806;803948
2011;IRIS ;358252;1;2012;131252;20120802;20121008;9972248
2012;IRIS ;368540;1;2012;131255;20120802;20120809;9632000
2010;IRIS ;298424;1;2012;133456;20120803;20120803;9368498
2009;AE   ;255356;1;2012;133656;20120806;20120806;41942988
2010;IRIS ;306086;1;2012;134884;20120809;20120809;796787
2011;IRIS ;324246;1;2012;135227;20120810;20120810;2020879
2011;IRIS ;350880;1;2012;135520;20120813;20120813;8158283
2012;IRIS ;362119;1;2012;136120;20120814;20120814;1412640
2010;IRIS ;297155;1;2012;136207;20120816;20120903;3500084
2010;IRIS ;305945;1;2012;136204;20120816;20120903;348820
2010;IRIS ;313613;1;2012;136203;20120816;20120903;178000
2011;IRIS ;322258;1;2012;136206;20120816;20120903;2783479
2011;IRIS ;328260;1;2012;136401;20120821;20120903;14334763
2011;IRIS ;343143;1;2012;136399;20120821;20120903;1041100
2012;IRIS ;361995;1;2012;136400;20120821;20120903;1686777
2012;IRIS ;361998;1;2012;136402;20120821;20120903;841857
2009;AE   ;244998;1;2012;136654;20120822;20120905;5975440
2009;AE   ;245088;1;2012;136659;20120822;20120905;831325
2009;AE   ;245149;1;2012;136663;20120822;20120911;4291697
2009;AE   ;249775;1;2012;136666;20120822;20120910;3472694
2009;AE   ;249843;1;2012;136682;20120822;20120910;7133722
2009;AE   ;249844;1;2012;136686;20120822;20120910;811080
2009;AE   ;249983;1;2012;136689;20120822;20120910;4422342
2009;AE   ;250013;1;2012;136715;20120822;20120910;8618369
2009;AE   ;250075;1;2012;136705;20120822;20120910;1024560
2009;AE   ;250110;1;2012;136709;20120822;20120911;55232172
2009;AE   ;255097;1;2012;136725;20120822;20120910;7800100
2009;AE   ;255116;1;2012;136730;20120822;20120911;1367180
2009;AE   ;255215;1;2012;136734;20120822;20121012;5004420
2009;AE   ;255270;1;2012;136756;20120822;20120910;14549468
2009;AE   ;255298;1;2012;136760;20120822;20120911;605060
2009;AE   ;255326;1;2012;136764;20120822;20121012;4635180
2009;AE   ;255368;1;2012;136768;20120822;20120910;12865382
2009;IRIS ;263058;1;2012;137897;20120823;20120911;5433234
2009;IRIS ;263091;1;2012;137984;20120823;20120911;1602000
2009;IRIS ;270868;1;2012;137893;20120823;20120911;833324
2009;IRIS ;270884;1;2012;137894;20120823;20120911;522480
2009;IRIS ;270885;1;2012;137896;20120823;20120911;409480
2009;IRIS ;270896;1;2012;137993;20120823;20120905;1247513
2009;IRIS ;270897;1;2012;137997;20120823;20120905;710405
2009;IRIS ;274946;1;2012;138009;20120823;20120905;10234850
2009;IRIS ;274947;1;2012;138013;20120823;20120905;3648142
2010;IRIS ;283235;1;2012;137991;20120823;20120906;3478648
2010;IRIS ;283259;1;2012;138004;20120823;20120905;1436448
2010;IRIS ;283260;1;2012;138005;20120823;20120905;6356366
2010;IRIS ;283264;1;2012;138007;20120823;20120905;1748500
2010;IRIS ;283275;1;2012;138021;20120823;20120905;6827998
2010;IRIS ;297117;1;2012;137992;20120823;20120906;3344075
2010;IRIS ;297123;1;2012;138019;20120823;20120905;1628173
2010;IRIS ;297124;1;2012;138018;20120823;20120905;2166203
2010;IRIS ;297125;1;2012;138022;20120823;20120907;2883711
2010;IRIS ;306068;1;2012;138016;20120823;20120905;2914036
2010;IRIS ;313691;1;2012;138025;20120823;20121012;3224500
2011;IRIS ;328135;1;2012;138000;20120823;20120905;1223760
2011;IRIS ;328136;1;2012;138002;20120823;20120906;3597749
2011;IRIS ;328149;1;2012;138027;20120823;20120906;5692491
2011;IRIS ;341191;1;2012;137987;20120823;20120911;11375440
2011;IRIS ;341192;1;2012;137990;20120823;20120911;16769280
2011;IRIS ;350790;1;2012;137981;20120823;20120911;8219481
2010;IRIS ;306014;1;2012;138062;20120824;20120911;2895394
2011;IRIS ;350757;1;2012;138065;20120824;20120924;8719011
2011;IRIS ;358230;1;2012;138064;20120824;20120912;16704435
2011;IRIS ;358254;1;2012;138066;20120824;20120912;6850619
2011;IRIS ;358257;1;2012;138067;20120824;20120912;1927443
2011;IRIS ;358280;1;2012;138068;20120824;20120912;1172902
2012;IRIS ;361606;1;2012;138063;20120824;20121015;995798
2010;IRIS ;291813;1;2012;138145;20120827;20120911;5412640
2010;IRIS ;291814;1;2012;138147;20120827;20120911;12877040
2010;IRIS ;291815;1;2012;138150;20120827;20120911;11829420
2010;IRIS ;291822;1;2012;138161;20120827;20120911;14677280
2010;IRIS ;297138;1;2012;138157;20120827;20120912;6812497
2010;IRIS ;297139;1;2012;138160;20120827;20120912;1821237
2010;IRIS ;297146;1;2012;138168;20120827;20120911;4121300
2010;IRIS ;297149;1;2012;138170;20120827;20120912;22122960
2010;IRIS ;297150;1;2012;138171;20120827;20120912;17405360
2010;IRIS ;297160;1;2012;138173;20120827;20120911;3378289
2010;IRIS ;297197;1;2012;138207;20120827;20120907;5400765
2010;IRIS ;297198;1;2012;138212;20120827;20120907;1692191
2010;IRIS ;297206;1;2012;138214;20120827;20120907;4965040
2010;IRIS ;305896;1;2012;138247;20120827;20120903;32263
2010;IRIS ;305975;1;2012;138218;20120827;20120907;5557669
2010;IRIS ;305977;1;2012;138219;20120827;20120907;8028205
2010;IRIS ;306131;1;2012;138202;20120827;20120906;13839295
2010;IRIS ;306132;1;2012;138217;20120827;20120907;1236184
2010;IRIS ;306134;1;2012;138205;20120827;20120906;2047840
2010;IRIS ;313524;1;2012;138223;20120827;20120906;9154240
2010;IRIS ;313525;1;2012;138224;20120827;20120907;3256160
2010;IRIS ;313722;1;2012;138177;20120827;20120912;6451200
2010;IRIS ;313724;1;2012;138179;20120827;20120912;3996880
2010;IRIS ;313729;1;2012;138250;20120827;20120903;2427101
2010;IRIS ;313737;1;2012;138248;20120827;20120903;343892
2010;IRIS ;313860;1;2012;138182;20120827;20120917;10833678
2010;IRIS ;313863;1;2012;138185;20120827;20120917;1880683
2010;IRIS ;313874;1;2012;138188;20120827;20120917;22106527
2010;IRIS ;313875;1;2012;138191;20120827;20120917;3303854
2010;IRIS ;313876;1;2012;138195;20120827;20120917;19153115
2010;IRIS ;313877;1;2012;138199;20120827;20120917;2743666
2010;IRIS ;313898;1;2012;138203;20120827;20120917;4603902
2010;IRIS ;313899;1;2012;138209;20120827;20120917;1278862
2010;IRIS ;313900;1;2012;138237;20120827;20120917;2532186
2010;IRIS ;313901;1;2012;138238;20120827;20120917;942998
2010;IRIS ;313913;1;2012;138239;20120827;20120917;9779561
2010;IRIS ;313914;1;2012;138240;20120827;20120917;6482656
2010;IRIS ;313915;1;2012;138241;20120827;20120917;920777
2010;IRIS ;315260;1;2012;138154;20120827;20120912;68000000
2011;IRIS ;324191;1;2012;138165;20120827;20120920;15425680
2011;IRIS ;324196;1;2012;138208;20120827;20120907;28921714
2011;IRIS ;324197;1;2012;138210;20120827;20120910;2921861
2011;IRIS ;324241;1;2012;138226;20120827;20120906;3056309
2011;IRIS ;324245;1;2012;138227;20120827;20120906;816363
2011;IRIS ;324249;1;2012;138228;20120827;20120906;1563221
2011;IRIS ;324250;1;2012;138230;20120827;20120906;325960
2011;IRIS ;324251;1;2012;138231;20120827;20120906;6061900
2011;IRIS ;324252;1;2012;138232;20120827;20120906;324800
2011;IRIS ;324268;1;2012;138243;20120827;20120912;294856
2011;IRIS ;324269;1;2012;138244;20120827;20120912;1773678
2011;IRIS ;328156;1;2012;138215;20120827;20120910;27030240
2011;IRIS ;328162;1;2012;138242;20120827;20120912;4520700
2011;IRIS ;328172;1;2012;138236;20120827;20120906;4174400
2011;IRIS ;333246;1;2012;138187;20120827;20120910;1874041
2011;IRIS ;333247;1;2012;138189;20120827;20120910;5149600
2011;IRIS ;341216;1;2012;138167;20120827;20120912;109885
2011;IRIS ;341218;1;2012;138198;20120827;20120907;27951600
2011;IRIS ;341230;1;2012;138225;20120827;20120910;881140
2011;IRIS ;343148;1;2012;138249;20120827;20120903;788599
2011;IRIS ;343161;1;2012;138180;20120827;20120912;13499729
2011;IRIS ;350772;1;2012;138245;20120827;20120914;4005280
2011;IRIS ;350774;1;2012;138246;20120827;20120912;26894176
2011;IRIS ;350778;1;2012;138234;20120827;20120906;19772735
2011;IRIS ;356334;1;2012;138196;20120827;20120907;17844080
2011;IRIS ;356340;1;2012;138222;20120827;20120906;13813190
2011;IRIS ;356374;1;2012;138220;20120827;20120906;3597699
2011;IRIS ;356376;1;2012;138221;20120827;20120906;1027915
2009;AE   ;245144;1;2012;138343;20120828;20120911;15758800
2009;AE   ;245146;1;2012;138344;20120828;20120911;5497960
2011;IRIS ;328194;1;2012;138347;20120828;20120920;23191280
2011;IRIS ;333157;1;2012;138370;20120828;20120920;30360346
2011;IRIS ;341132;1;2012;138363;20120828;20120920;19863280
2011;IRIS ;341136;1;2012;138366;20120828;20120920;6700087
2011;IRIS ;341325;1;2012;138390;20120828;20120917;3736685
2011;IRIS ;343115;1;2012;138362;20120828;20120920;27680431
2011;IRIS ;350794;1;2012;138345;20120828;20120912;14378911
2011;IRIS ;350796;1;2012;138348;20120828;20120920;2691004
2011;IRIS ;350852;1;2012;138353;20120828;20120917;5857470
2011;IRIS ;350858;1;2012;138359;20120828;20120925;1593050
2011;IRIS ;350933;1;2012;138402;20120828;20120918;217700
2011;IRIS ;350934;1;2012;138403;20120828;20120918;1392160
2011;IRIS ;350939;1;2012;138399;20120828;20120918;4223414
2011;IRIS ;350940;1;2012;138400;20120828;20120920;626601
2011;IRIS ;356158;1;2012;138384;20120828;20120917;8150685
2011;IRIS ;356394;1;2012;138354;20120828;20120917;2599302
2011;IRIS ;356482;1;2012;138386;20120828;20120917;23085165
2011;IRIS ;356484;1;2012;138387;20120828;20120917;6520000
2011;IRIS ;356504;1;2012;138388;20120828;20120917;36707360
2012;IRIS ;361597;1;2012;138394;20120828;20120918;61538879
2012;IRIS ;362112;1;2012;138355;20120828;20120914;305057
2012;IRIS ;362113;1;2012;138358;20120828;20120914;1395400
2012;IRIS ;368575;1;2012;138349;20120828;20120918;1439680
2012;IRIS ;368576;1;2012;138351;20120828;20120918;3924080
2012;IRIS ;368582;1;2012;138368;20120828;20120928;5123025
2012;IRIS ;368609;1;2012;138389;20120828;20120917;998800
2012;IRIS ;368621;1;2012;138373;20120828;20120928;26127499
2012;IRIS ;368629;1;2012;138378;20120828;20120917;32442400
2009;IRIS ;273293;2;2012;138570;20120830;20120919;807464
2010;IRIS ;305903;1;2012;138641;20120830;20120919;196962
2010;IRIS ;305904;1;2012;138637;20120830;20120919;432856
2010;IRIS ;305953;1;2012;138645;20120830;20120919;78107
2010;IRIS ;313684;1;2012;138644;20120830;20120919;813519
2010;IRIS ;313833;1;2012;138639;20120830;20120919;520000
2010;IRIS ;313839;1;2012;138636;20120830;20120919;1481528
2010;IRIS ;313843;1;2012;138569;20120830;20120919;15370725
2011;IRIS ;328211;1;2012;138643;20120830;20120919;326140
2011;IRIS ;328212;1;2012;138642;20120830;20120919;139341
2010;IRIS ;313841;1;2012;138689;20120831;20120919;5347996
2010;IRIS ;278232;1;2012;138992;20120904;20120919;27940
2011;IRIS ;333421;1;2012;139006;20120904;20120919;180530
2009;AE   ;255263;1;2012;139022;20120905;20120920;4129080
2010;IRIS ;297161;1;2012;139042;20120905;20120919;42117114
2010;IRIS ;305956;1;2012;139037;20120905;20120919;10923899
